1PROG.- EEAMX14A                                       COORDINACION DE COBRANZA                                       PAGINA:      01,,,18/09/2019 14:03,,,,,,,,,,,,,
                    DELEGACION: 06 REGIONAL COLIMA                          SUBDELEGACION: 03 MANZANILLO                             ,,,,,,,,,,,,,,,,
 COBR0603                                                                                                                            ,,,,,,,,,,,,,,,,
                                           PATRONES CON CREDITOS EN R.A.L.E. AL 30 08 2019                                           ,,,,,,,,,,,,,,,,
                                                   C R E D I T O S   P R O P I O S                                                   ,,,,,,,,,,,,,,,,
                                                                                                                                     ,,,,,,,,,,,,,,,,
TOTAL DE LA SUBDELEGACION:,PATRONES:, 374 ,CREDITOS:," 1,609 ",IMPORTE:," 35,050,610.58 ",,,,,,,,,,
"              ACT.ECO:             MODALIDAD(ES): 10....17        TIPO DOCTO(S): 00....89        INCIDENCIA(S): 00,..,55             ",,,,,,,,,,,,,,,,
             IMPORTE:                                          PERIODO:                       ANTIGUEDAD  MAYOR  A:                  ,,,,,,,,,,,,,,,,
                                                                                                                                     ,,,,,,,,,,,,,,,,
REGPATR,MOV,FEC MOV,SECTOR,NUM CRED,CE,PERIODO,TD,FALTA,FEC NOTIF,FEC INC,FEC. INCID.,DIAS,IMPORTE,DEL CONT,SUB CONT,OBSERVACIONES
A48-29387-10,2,04/04/2019,00,196011235,,02/2019,81,29/05/2019,07/04/2019,013,08/09/2019,21,386.54,,,
A48-29387-10,2,04/04/2019,00,198009283,,04/2019,80,21/05/2019,24/06/2019,013,08/09/2019,21,204.2,,,
A48-29387-10,2,04/04/2019,00,192009283,,04/2019,02,21/05/2019,24/06/2019,013,08/09/2019,21,510.52,,,
A48-29387-10,2,04/04/2019,00,192007990,,03/2019,02,22/04/2019,30/05/2019,031,08/06/2019,24,"3,956.72",14,38,
A48-29387-10,2,04/04/2019,00,198007990,,03/2019,80,22/04/2019,30/05/2019,031,08/06/2019,24,"1,582.68",14,38,
A48-29387-10,2,04/04/2019,00,198004498,,01/2019,80,28/02/2019,04/10/2019,031,08/06/2019,24,"1,095.26",14,38,
A48-29387-10,2,04/04/2019,00,192004498,,01/2019,02,28/02/2019,04/10/2019,031,08/06/2019,24,"2,738.16",14,38,
A48-29392-10,1,21/11/2018,00,196014414,,03/2019,81,30/07/2019,,009,16/08/2019,14,328.64,,,
A48-29392-10,1,21/11/2018,00,198013085,,06/2019,80,18/07/2019,19/08/2019,002,20/08/2019,10,575.76,,,
A48-29395-10,1,21/11/2018,00,196014415,,03/2019,81,30/07/2019,13/08/2019,002,13/08/2019,17,459.33,,,
A48-29395-10,1,21/11/2018,00,192015535,,07/2019,02,20/08/2019,20/08/2019,002,20/08/2019,10,"1,796.46",,,
A48-29395-10,1,21/11/2018,00,198015535,,07/2019,80,20/08/2019,20/08/2019,002,20/08/2019,10,718.58,,,
A48-29395-10,1,21/11/2018,00,192013086,,06/2019,02,18/07/2019,23/07/2019,031,20/08/2019,10,"1,738.50",,,
A48-29395-10,1,21/11/2018,00,198013086,,06/2019,80,18/07/2019,23/07/2019,031,20/08/2019,10,695.4,,,
A48-29400-10,2,23/08/2019,00,196013820,,03/2019,81,18/07/2019,24/07/2019,031,20/08/2019,10,492.96,,,
A48-29400-10,2,23/08/2019,00,198011931,,05/2019,80,18/06/2019,21/06/2019,009,08/05/2019,25,"1,173.69",,,
A48-29400-10,2,23/08/2019,00,192011931,,05/2019,02,18/06/2019,21/06/2019,009,08/05/2019,25,"2,934.24",,,
A48-29400-10,2,23/08/2019,00,198015536,,07/2019,80,20/08/2019,,009,23/08/2019,7,"1,173.69",,,
A48-29400-10,2,23/08/2019,00,192015536,,07/2019,02,20/08/2019,,009,23/08/2019,7,"2,934.24",,,
A48-29400-10,2,23/08/2019,00,198013087,,06/2019,80,18/07/2019,24/07/2019,031,20/08/2019,10,"1,135.84",,,
A48-29400-10,2,23/08/2019,00,192013087,,06/2019,02,18/07/2019,24/07/2019,031,20/08/2019,10,"2,839.62",,,
A48-29403-10,1,28/11/2018,00,191062603,,07/2019,02,31/07/2019,,000,31/07/2019,30,"4,847.48",,,
A48-29408-10,1,27/11/2018,00,198008552,,03/2019,80,29/04/2019,13/06/2019,023,29/07/2019,32,"1,854.92",,,
A48-29419-10,1,12/06/2018,00,196013822,,03/2019,81,18/07/2019,24/07/2019,031,20/08/2019,10,316.26,,,
A48-29419-10,1,12/06/2018,00,198013089,,06/2019,80,18/07/2019,24/07/2019,031,20/08/2019,10,118.98,,,
A48-29439-10,2,08/08/2019,00,196014420,C,03/2019,81,30/07/2019,,009,08/12/2019,18,847.35,,,
A48-29439-10,2,08/08/2019,00,192011934,,05/2019,02,18/06/2019,20/06/2019,009,30/07/2019,31,"5,188.93",,,
A48-29439-10,2,08/08/2019,00,198011934,,05/2019,80,18/06/2019,20/06/2019,009,30/07/2019,31,"2,075.57",,,
A48-29439-10,2,08/08/2019,00,196011241,C,02/2019,81,29/05/2019,06/11/2019,009,30/07/2019,31,"1,520.24",,,
A48-29439-10,2,08/08/2019,00,198010686,,04/2019,80,29/05/2019,06/11/2019,009,30/07/2019,31,"2,830.33",,,
A48-29439-10,2,08/08/2019,00,192010686,,04/2019,02,29/05/2019,06/11/2019,009,30/07/2019,31,"7,075.84",,,
A48-29439-10,2,08/08/2019,00,192013090,,06/2019,02,18/07/2019,19/08/2019,009,24/07/2019,37,"2,830.28",,,
A48-29439-10,2,08/08/2019,00,198013090,,06/2019,80,18/07/2019,19/08/2019,009,24/07/2019,37,"1,132.11",,,
A48-29460-10,1,15/01/2019,00,198013092,,06/2019,80,18/07/2019,25/07/2019,031,20/08/2019,10,"1,135.84",,,
A48-29472-10,2,06/06/2019,00,192012425,,05/2019,02,28/06/2019,08/02/2019,031,22/08/2019,8,"3,171.08",21,53,
A48-29472-10,2,06/06/2019,00,192008556,,03/2019,02,29/04/2019,06/11/2019,031,14/08/2019,16,"3,171.08",21,53,
A48-29472-10,2,06/06/2019,00,192010689,,04/2019,02,29/05/2019,07/04/2019,031,14/08/2019,16,"3,068.82",21,53,
A48-29472-10,2,06/06/2019,00,192013093,,06/2019,02,18/07/2019,14/08/2019,009,19/07/2019,42,613.75,,,
A48-29487-10,1,25/01/2019,00,198014906,,06/2019,80,30/07/2019,16/08/2019,002,16/08/2019,14,"3,722.46",,,
A48-29487-10,1,25/01/2019,00,192014906,,06/2019,02,30/07/2019,16/08/2019,002,16/08/2019,14,"9,306.16",,,
A48-29487-10,1,25/01/2019,00,196014422,,03/2019,81,30/07/2019,16/08/2019,002,16/08/2019,14,"2,156.86",,,
A48-29487-10,1,25/01/2019,00,198015540,,07/2019,80,20/08/2019,22/08/2019,002,22/08/2019,8,"3,685.82",,,
A48-29487-10,1,25/01/2019,00,192015540,,07/2019,02,20/08/2019,22/08/2019,002,22/08/2019,8,"9,214.56",,,
A48-29490-10,1,31/01/2019,00,193000910,,04/2019,03,13/08/2019,23/08/2019,002,23/08/2019,7,216.3,,,
A48-29490-10,1,31/01/2019,00,198000910,,04/2019,82,13/08/2019,23/08/2019,002,23/08/2019,7,86.52,,,
A48-29491-10,1,31/01/2019,00,198014907,,06/2019,80,30/07/2019,,009,16/08/2019,14,615.96,,,
A48-29491-10,1,31/01/2019,00,196014423,,03/2019,81,30/07/2019,,009,16/08/2019,14,375.12,,,
A48-29491-10,1,31/01/2019,00,192015541,,07/2019,02,20/08/2019,,009,22/08/2019,8,"1,591.21",,,
A48-29491-10,1,31/01/2019,00,198015541,,07/2019,80,20/08/2019,,009,22/08/2019,8,636.48,,,
A48-29504-10,1,02/07/2019,00,198014908,,06/2019,80,30/07/2019,15/08/2019,002,15/08/2019,15,174.3,,,
A48-29504-10,1,02/07/2019,00,196014424,,03/2019,81,30/07/2019,15/08/2019,002,15/08/2019,15,360.54,,,
A48-29504-10,1,02/07/2019,00,198012428,,05/2019,80,28/06/2019,13/07/2019,023,15/08/2019,15,"1,184.42",,,
A48-29514-10,3,05/04/2019,00,198000821,,05/2019,82,07/03/2019,07/12/2019,023,08/12/2019,18,"2,291.63",,,
A48-29514-10,3,05/04/2019,00,198012430,,05/2019,80,28/06/2019,07/12/2019,023,08/12/2019,18,"2,819.07",,,
A48-29534-10,1,20/02/2019,00,196014426,,03/2019,81,30/07/2019,15/08/2019,002,15/08/2019,15,"110,910.72",,,
A48-29534-10,1,20/02/2019,00,198012431,,05/2019,80,28/06/2019,07/12/2019,043,08/08/2019,22,"146,354.34",,,
A48-29534-10,1,20/02/2019,00,192015543,,07/2019,02,20/08/2019,21/08/2019,002,21/08/2019,9,"384,542.89",,,
A48-29534-10,1,20/02/2019,00,198015543,,07/2019,80,20/08/2019,21/08/2019,002,21/08/2019,9,"153,817.15",,,
A48-29534-10,1,20/02/2019,00,198013097,,06/2019,80,18/07/2019,23/07/2019,031,20/08/2019,10,"145,778.15",,,
A48-29540-10,1,02/01/2019,00,191062676,,07/2019,02,31/07/2019,,000,31/07/2019,30,"4,410.76",,,
A48-29553-10,1,03/05/2019,00,196014427,,03/2019,81,30/07/2019,15/08/2019,002,15/08/2019,15,57.98,,,
A48-29560-10,2,24/07/2019,00,196014428,,03/2019,81,30/07/2019,,009,08/12/2019,18,358.68,,,
A48-29560-10,2,24/07/2019,00,198012434,,05/2019,80,28/06/2019,08/09/2019,009,07/12/2019,49,570.05,,,
A48-29560-10,2,24/07/2019,00,198013099,,06/2019,80,18/07/2019,14/08/2019,009,19/07/2019,42,743.94,,,
A48-29590-10,1,21/03/2019,00,191062704,,07/2019,02,31/07/2019,,000,31/07/2019,30,"1,532.80",,,
A48-29592-10,2,29/07/2019,00,198012435,,05/2019,80,28/06/2019,08/09/2019,009,15/07/2019,46,62.14,,,
A48-29601-10,1,27/03/2019,00,192015546,,07/2019,02,20/08/2019,,009,23/08/2019,7,989.18,,,
A48-29601-10,1,27/03/2019,00,198015546,,07/2019,80,20/08/2019,,009,24/08/2019,6,395.67,,,
A48-29601-10,1,27/03/2019,00,196011255,,02/2019,81,29/05/2019,13/06/2019,023,29/07/2019,32,223.65,,,
A48-29601-10,1,27/03/2019,00,198010698,,04/2019,80,29/05/2019,13/06/2019,023,29/07/2019,32,"1,033.85",,,
A48-29604-10,1,10/10/2017,00,199032656,,10/2017,88,28/06/2019,07/04/2019,023,19/08/2019,11,967.58,,,
A48-29604-10,1,10/10/2017,00,199032657,,11/2017,88,28/06/2019,07/04/2019,023,19/08/2019,11,"1,319.43",,,
A48-29604-10,1,10/10/2017,00,199032658,,12/2017,88,28/06/2019,07/04/2019,023,19/08/2019,11,"1,363.41",,,
A48-29604-10,1,10/10/2017,00,199032659,,01/2018,88,28/06/2019,07/04/2019,023,19/08/2019,11,"1,363.41",,,
A48-29604-10,1,10/10/2017,00,199032660,,02/2018,88,28/06/2019,07/04/2019,023,19/08/2019,11,"1,231.47",,,
A48-29604-10,1,10/10/2017,00,199032661,,03/2018,88,28/06/2019,07/04/2019,023,19/08/2019,11,"1,363.41",,,
A48-29604-10,1,10/10/2017,00,199032662,,04/2018,88,28/06/2019,07/04/2019,023,19/08/2019,11,"1,319.43",,,
A48-29604-10,1,10/10/2017,00,199032663,,05/2018,88,28/06/2019,07/04/2019,023,19/08/2019,11,"1,363.41",,,
A48-29604-10,1,10/10/2017,00,199032664,,06/2018,88,28/06/2019,07/04/2019,023,19/08/2019,11,"1,319.43",,,
A48-29604-10,1,10/10/2017,00,199032665,,07/2018,88,28/06/2019,07/04/2019,023,19/08/2019,11,"1,363.41",,,
A48-29604-10,1,10/10/2017,00,199032666,,08/2018,88,28/06/2019,07/04/2019,023,19/08/2019,11,"1,363.41",,,
A48-29604-10,1,10/10/2017,00,199032667,,09/2018,88,28/06/2019,07/04/2019,023,19/08/2019,11,"1,319.43",,,
A48-29604-10,1,10/10/2017,00,199032668,,10/2018,88,28/06/2019,07/04/2019,023,19/08/2019,11,"1,363.41",,,
A48-29604-10,1,10/10/2017,00,199032669,,11/2018,88,28/06/2019,07/04/2019,023,19/08/2019,11,"1,319.43",,,
A48-29604-10,1,10/10/2017,00,199032670,,12/2018,88,28/06/2019,07/04/2019,023,19/08/2019,11,"1,363.41",,,
A48-29604-10,1,10/10/2017,00,199032671,,01/2019,88,28/06/2019,07/04/2019,023,19/08/2019,11,"1,363.41",,,
A48-29604-10,1,10/10/2017,00,199032672,,02/2019,88,28/06/2019,07/04/2019,023,19/08/2019,11,"1,231.47",,,
A48-29604-10,1,10/10/2017,00,199032673,,03/2019,88,28/06/2019,07/04/2019,023,19/08/2019,11,"1,363.41",,,
A48-29604-10,1,10/10/2017,00,199032674,,04/2019,88,28/06/2019,07/04/2019,023,19/08/2019,11,439.81,,,
A48-29604-10,1,10/10/2017,00,199032687,,05/2017,88,28/06/2019,07/04/2019,023,19/08/2019,11,252.93,,,
A48-29604-10,1,10/10/2017,00,199032688,,06/2017,88,28/06/2019,07/04/2019,023,19/08/2019,11,701.32,,,
A48-29604-10,1,10/10/2017,00,199032689,,01/2018,88,28/06/2019,07/04/2019,023,19/08/2019,11,678.33,,,
A48-29604-10,1,10/10/2017,00,199032690,,02/2018,88,28/06/2019,07/04/2019,023,19/08/2019,11,701.32,,,
A48-29604-10,1,10/10/2017,00,199032691,,03/2018,88,28/06/2019,07/04/2019,023,19/08/2019,11,701.32,,,
A48-29604-10,1,10/10/2017,00,199032692,,04/2018,88,28/06/2019,07/04/2019,023,19/08/2019,11,712.81,,,
A48-29604-10,1,10/10/2017,00,199032693,,05/2018,88,28/06/2019,07/04/2019,023,19/08/2019,11,779.24,,,
A48-29604-10,1,10/10/2017,00,199032694,,06/2018,88,28/06/2019,07/04/2019,023,19/08/2019,11,701.32,,,
A48-29604-10,1,10/10/2017,00,199032695,,01/2019,88,28/06/2019,07/04/2019,023,19/08/2019,11,678.33,,,
A48-29604-10,1,10/10/2017,00,199032696,,02/2019,88,28/06/2019,07/04/2019,023,19/08/2019,11,471.38,,,
A48-29608-10,1,28/03/2019,00,191062711,,07/2019,02,31/07/2019,,000,31/07/2019,30,"4,701.52",,,
A48-29622-10,1,24/11/2017,00,199032900,,07/2018,88,07/12/2019,18/07/2019,032,28/08/2019,2,382.1,,,
A48-29622-10,1,24/11/2017,00,199032800,,03/2018,88,07/12/2019,18/07/2019,032,28/08/2019,2,"1,500.16",,,
A48-29622-10,1,24/11/2017,00,199032801,,04/2018,88,07/12/2019,18/07/2019,032,28/08/2019,2,"1,524.75",,,
A48-29622-10,1,24/11/2017,00,199032901,,08/2018,88,07/12/2019,18/07/2019,032,28/08/2019,2,382.1,,,
A48-29622-10,1,24/11/2017,00,199032902,,09/2018,88,07/12/2019,18/07/2019,032,28/08/2019,2,369.78,,,
A48-29622-10,1,24/11/2017,00,199032802,,05/2018,88,07/12/2019,18/07/2019,032,28/08/2019,2,"1,500.16",,,
A48-29622-10,1,24/11/2017,00,199032803,,06/2018,88,07/12/2019,18/07/2019,032,28/08/2019,2,"1,500.16",,,
A48-29622-10,1,24/11/2017,00,199032804,,11/2017,60,07/12/2019,18/07/2019,032,28/08/2019,2,"1,646.32",,,
A48-29622-10,1,24/11/2017,00,199032805,,12/2017,60,07/12/2019,18/07/2019,032,28/08/2019,2,"7,291.08",,,
A48-29622-10,1,24/11/2017,00,199032806,,01/2018,60,07/12/2019,18/07/2019,032,28/08/2019,2,"7,291.08",,,
A48-29622-10,1,24/11/2017,00,199032907,,06/2017,88,07/12/2019,18/07/2019,032,28/08/2019,2,122.44,,,
A48-29622-10,1,24/11/2017,00,199032807,,02/2018,60,07/12/2019,18/07/2019,032,28/08/2019,2,"6,585.47",,,
A48-29622-10,1,24/11/2017,00,199032908,,01/2018,88,07/12/2019,18/07/2019,032,28/08/2019,2,190.1,,,
A48-29622-10,1,24/11/2017,00,199032809,,03/2018,60,07/12/2019,18/07/2019,032,28/08/2019,2,"7,291.08",,,
A48-29622-10,1,24/11/2017,00,199032909,,02/2018,88,07/12/2019,18/07/2019,032,28/08/2019,2,196.55,,,
A48-29622-10,1,24/11/2017,00,199032910,,03/2018,88,07/12/2019,18/07/2019,032,28/08/2019,2,196.55,,,
A48-29622-10,1,24/11/2017,00,199032810,,04/2018,60,07/12/2019,18/07/2019,032,28/08/2019,2,"7,055.88",,,
A48-29622-10,1,24/11/2017,00,199032911,,04/2018,88,07/12/2019,18/07/2019,032,28/08/2019,2,199.77,,,
A48-29622-10,1,24/11/2017,00,199032811,,05/2018,60,07/12/2019,18/07/2019,032,28/08/2019,2,"7,291.08",,,
A48-29622-10,1,24/11/2017,00,199032912,,05/2018,88,07/12/2019,18/07/2019,032,28/08/2019,2,196.55,,,
A48-29622-10,1,24/11/2017,00,199032812,,06/2018,60,07/12/2019,18/07/2019,032,28/08/2019,2,"7,055.88",,,
A48-29622-10,1,24/11/2017,00,199032913,,06/2018,88,07/12/2019,18/07/2019,032,28/08/2019,2,196.55,,,
A48-29622-10,1,24/11/2017,00,199032813,,07/2018,60,07/12/2019,18/07/2019,032,28/08/2019,2,"7,291.08",,,
A48-29622-10,1,24/11/2017,00,199032914,,11/2017,60,07/12/2019,18/07/2019,032,28/08/2019,2,215.66,,,
A48-29622-10,1,24/11/2017,00,199032814,,08/2018,60,07/12/2019,18/07/2019,032,28/08/2019,2,"7,291.08",,,
A48-29622-10,1,24/11/2017,00,199032915,,12/2017,60,07/12/2019,18/07/2019,032,28/08/2019,2,955.25,,,
A48-29622-10,1,24/11/2017,00,199032815,,09/2018,60,07/12/2019,18/07/2019,032,28/08/2019,2,"7,055.88",,,
A48-29622-10,1,24/11/2017,00,199032916,,01/2018,60,07/12/2019,18/07/2019,032,28/08/2019,2,955.25,,,
A48-29622-10,1,24/11/2017,00,199032816,,10/2018,60,07/12/2019,18/07/2019,032,28/08/2019,2,"7,291.08",,,
A48-29622-10,1,24/11/2017,00,199032817,,11/2018,60,07/12/2019,18/07/2019,032,28/08/2019,2,"7,055.88",,,
A48-29622-10,1,24/11/2017,00,199032917,,02/2018,60,07/12/2019,18/07/2019,032,28/08/2019,2,862.81,,,
A48-29622-10,1,24/11/2017,00,199032918,,03/2018,60,07/12/2019,18/07/2019,032,28/08/2019,2,955.25,,,
A48-29622-10,1,24/11/2017,00,199032818,,12/2018,60,07/12/2019,18/07/2019,032,28/08/2019,2,"7,291.10",,,
A48-29622-10,1,24/11/2017,00,199032819,,11/2017,88,07/12/2019,18/07/2019,032,28/08/2019,2,190.46,,,
A48-29622-10,1,24/11/2017,00,199032919,,04/2018,60,07/12/2019,18/07/2019,032,28/08/2019,2,924.44,,,
A48-29622-10,1,24/11/2017,00,199032820,,12/2017,88,07/12/2019,18/07/2019,032,28/08/2019,2,843.54,,,
A48-29622-10,1,24/11/2017,00,199032920,,05/2018,60,07/12/2019,18/07/2019,032,28/08/2019,2,955.25,,,
A48-29622-10,1,24/11/2017,00,199032821,,01/2018,88,07/12/2019,18/07/2019,032,28/08/2019,2,843.54,,,
A48-29622-10,1,24/11/2017,00,199032921,,06/2018,60,07/12/2019,18/07/2019,032,28/08/2019,2,924.44,,,
A48-29622-10,1,24/11/2017,00,199032822,,02/2018,88,07/12/2019,18/07/2019,032,28/08/2019,2,761.91,,,
A48-29622-10,1,24/11/2017,00,199032922,,07/2018,60,07/12/2019,18/07/2019,032,28/08/2019,2,955.25,,,
A48-29622-10,1,24/11/2017,00,199032823,,03/2018,88,07/12/2019,18/07/2019,032,28/08/2019,2,843.54,,,
A48-29622-10,1,24/11/2017,00,199032923,,08/2018,60,07/12/2019,18/07/2019,032,28/08/2019,2,955.25,,,
A48-29622-10,1,24/11/2017,00,199032924,,09/2018,60,07/12/2019,18/07/2019,032,28/08/2019,2,924.44,,,
A48-29622-10,1,24/11/2017,00,199032824,,04/2018,88,07/12/2019,18/07/2019,032,28/08/2019,2,816.34,,,
A48-29622-10,1,24/11/2017,00,199032825,,05/2018,88,07/12/2019,18/07/2019,032,28/08/2019,2,843.54,,,
A48-29622-10,1,24/11/2017,00,199032925,,10/2018,60,07/12/2019,18/07/2019,032,28/08/2019,2,955.25,,,
A48-29622-10,1,24/11/2017,00,199032926,,11/2018,60,07/12/2019,18/07/2019,032,28/08/2019,2,924.44,,,
A48-29622-10,1,24/11/2017,00,199032826,,06/2018,88,07/12/2019,18/07/2019,032,28/08/2019,2,816.34,,,
A48-29622-10,1,24/11/2017,00,199032827,,07/2018,88,07/12/2019,18/07/2019,032,28/08/2019,2,843.54,,,
A48-29622-10,1,24/11/2017,00,199032927,,12/2018,60,07/12/2019,18/07/2019,032,28/08/2019,2,955.27,,,
A48-29622-10,1,24/11/2017,00,199032828,,08/2018,88,07/12/2019,18/07/2019,032,28/08/2019,2,843.54,,,
A48-29622-10,1,24/11/2017,00,199032829,,09/2018,88,07/12/2019,18/07/2019,032,28/08/2019,2,816.34,,,
A48-29622-10,1,24/11/2017,00,199032830,,10/2018,88,07/12/2019,18/07/2019,032,28/08/2019,2,843.54,,,
A48-29622-10,1,24/11/2017,00,199032831,,11/2018,88,07/12/2019,18/07/2019,032,28/08/2019,2,816.34,,,
A48-29622-10,1,24/11/2017,00,199032832,,12/2018,88,07/12/2019,18/07/2019,032,28/08/2019,2,843.55,,,
A48-29622-10,1,24/11/2017,00,199032833,,06/2017,88,07/12/2019,18/07/2019,032,28/08/2019,2,270.3,,,
A48-29622-10,1,24/11/2017,00,199032834,,01/2018,88,07/12/2019,18/07/2019,032,28/08/2019,2,419.68,,,
A48-29622-10,1,24/11/2017,00,199032835,,02/2018,88,07/12/2019,18/07/2019,032,28/08/2019,2,433.91,,,
A48-29622-10,1,24/11/2017,00,199032836,,03/2018,88,07/12/2019,18/07/2019,032,28/08/2019,2,433.91,,,
A48-29622-10,1,24/11/2017,00,199032838,,05/2018,88,07/12/2019,18/07/2019,032,28/08/2019,2,433.91,,,
A48-29622-10,1,24/11/2017,00,199032839,,06/2018,88,07/12/2019,18/07/2019,032,28/08/2019,2,433.91,,,
A48-29622-10,1,24/11/2017,00,199032840,,11/2017,60,07/12/2019,18/07/2019,032,28/08/2019,2,476.14,,,
A48-29622-10,1,24/11/2017,00,199032841,,12/2017,60,07/12/2019,18/07/2019,032,28/08/2019,2,"2,108.85",,,
A48-29622-10,1,24/11/2017,00,199032842,,01/2018,60,07/12/2019,18/07/2019,032,28/08/2019,2,"2,108.85",,,
A48-29622-10,1,24/11/2017,00,199032843,,02/2018,60,07/12/2019,18/07/2019,032,28/08/2019,2,"1,904.77",,,
A48-29622-10,1,24/11/2017,00,199032844,,03/2018,60,07/12/2019,18/07/2019,032,28/08/2019,2,"2,108.85",,,
A48-29622-10,1,24/11/2017,00,199032845,,04/2018,60,07/12/2019,18/07/2019,032,28/08/2019,2,"2,040.84",,,
A48-29622-10,1,24/11/2017,00,199032846,,05/2018,60,07/12/2019,18/07/2019,032,28/08/2019,2,"2,108.85",,,
A48-29622-10,1,24/11/2017,00,199032847,,06/2018,60,07/12/2019,18/07/2019,032,28/08/2019,2,"2,040.84",,,
A48-29622-10,1,24/11/2017,00,199032848,,07/2018,60,07/12/2019,18/07/2019,032,28/08/2019,2,"2,108.85",,,
A48-29622-10,1,24/11/2017,00,199032849,,08/2018,60,07/12/2019,18/07/2019,032,28/08/2019,2,"2,108.85",,,
A48-29622-10,1,24/11/2017,00,199032850,,09/2018,60,07/12/2019,18/07/2019,032,28/08/2019,2,"2,040.84",,,
A48-29622-10,1,24/11/2017,00,199032950,,10/2018,88,07/12/2019,18/07/2019,032,28/08/2019,2,382.1,,,
A48-29622-10,1,24/11/2017,00,199032851,,10/2018,60,07/12/2019,18/07/2019,032,28/08/2019,2,"2,108.85",,,
A48-29622-10,1,24/11/2017,00,199032951,,11/2018,88,07/12/2019,18/07/2019,032,28/08/2019,2,369.78,,,
A48-29622-10,1,24/11/2017,00,199032952,,12/2018,88,07/12/2019,18/07/2019,032,28/08/2019,2,382.11,,,
A48-29622-10,1,24/11/2017,00,199032852,,11/2018,60,07/12/2019,18/07/2019,032,28/08/2019,2,"2,040.84",,,
A48-29622-10,1,24/11/2017,00,199032853,,12/2018,60,07/12/2019,18/07/2019,032,28/08/2019,2,"2,108.87",,,
A48-29622-10,1,24/11/2017,00,199032955,,04/2018,88,13/07/2019,18/07/2019,032,28/08/2019,2,441.02,,,
A48-29622-10,1,24/11/2017,00,199032855,,11/2017,88,07/12/2019,18/07/2019,032,28/08/2019,2,361.49,,,
A48-29622-10,1,24/11/2017,00,199032856,,12/2017,88,07/12/2019,18/07/2019,032,28/08/2019,2,"1,600.93",,,
A48-29622-10,1,24/11/2017,00,199032857,,01/2018,88,07/12/2019,18/07/2019,032,28/08/2019,2,"1,600.93",,,
A48-29622-10,1,24/11/2017,00,199032858,,02/2018,88,07/12/2019,18/07/2019,032,28/08/2019,2,"1,446.00",,,
A48-29622-10,1,24/11/2017,00,199032859,,03/2018,88,07/12/2019,18/07/2019,032,28/08/2019,2,"1,600.93",,,
A48-29622-10,1,24/11/2017,00,199032860,,04/2018,88,07/12/2019,18/07/2019,032,28/08/2019,2,"1,549.28",,,
A48-29622-10,1,24/11/2017,00,199032861,,05/2018,88,07/12/2019,18/07/2019,032,28/08/2019,2,"1,600.93",,,
A48-29622-10,1,24/11/2017,00,199032862,,06/2018,88,07/12/2019,18/07/2019,032,28/08/2019,2,"1,549.28",,,
A48-29622-10,1,24/11/2017,00,199032863,,07/2018,88,07/12/2019,18/07/2019,032,28/08/2019,2,"1,600.93",,,
A48-29622-10,1,24/11/2017,00,199032864,,08/2018,88,07/12/2019,18/07/2019,032,28/08/2019,2,"1,600.93",,,
A48-29622-10,1,24/11/2017,00,199032865,,09/2018,88,07/12/2019,18/07/2019,032,28/08/2019,2,"1,549.28",,,
A48-29622-10,1,24/11/2017,00,199032866,,10/2018,88,07/12/2019,18/07/2019,032,28/08/2019,2,"1,600.93",,,
A48-29622-10,1,24/11/2017,00,199032867,,11/2018,88,07/12/2019,18/07/2019,032,28/08/2019,2,"1,549.28",,,
A48-29622-10,1,24/11/2017,00,199032868,,12/2018,88,07/12/2019,18/07/2019,032,28/08/2019,2,"1,600.93",,,
A48-29622-10,1,24/11/2017,00,199032869,,06/2017,88,07/12/2019,18/07/2019,032,28/08/2019,2,512.99,,,
A48-29622-10,1,24/11/2017,00,199032871,,01/2018,88,07/12/2019,18/07/2019,032,28/08/2019,2,796.49,,,
A48-29622-10,1,24/11/2017,00,199032872,,02/2018,88,07/12/2019,18/07/2019,032,28/08/2019,2,823.49,,,
A48-29622-10,1,24/11/2017,00,199032873,,03/2018,88,07/12/2019,18/07/2019,032,28/08/2019,2,823.49,,,
A48-29622-10,1,24/11/2017,00,199032874,,04/2018,88,07/12/2019,18/07/2019,032,28/08/2019,2,836.99,,,
A48-29622-10,1,24/11/2017,00,199032875,,05/2018,88,07/12/2019,18/07/2019,032,28/08/2019,2,823.49,,,
A48-29622-10,1,24/11/2017,00,199032876,,06/2018,88,07/12/2019,18/07/2019,032,28/08/2019,2,823.49,,,
A48-29622-10,1,24/11/2017,00,199032877,,11/2017,60,07/12/2019,18/07/2019,032,28/08/2019,2,903.72,,,
A48-29622-10,1,24/11/2017,00,199032878,,12/2017,60,07/12/2019,18/07/2019,032,28/08/2019,2,"4,002.32",,,
A48-29622-10,1,24/11/2017,00,199032879,,01/2018,60,07/12/2019,18/07/2019,032,28/08/2019,2,"4,002.32",,,
A48-29622-10,1,24/11/2017,00,199032880,,02/2018,60,07/12/2019,18/07/2019,032,28/08/2019,2,"3,614.99",,,
A48-29622-10,1,24/11/2017,00,199032881,,03/2018,60,07/12/2019,18/07/2019,032,28/08/2019,2,"4,002.32",,,
A48-29622-10,1,24/11/2017,00,199032782,,07/2019,88,07/12/2019,18/07/2019,031,23/08/2019,7,"1,689.80",,,
A48-29622-10,1,24/11/2017,00,199032882,,04/2018,60,07/12/2019,18/07/2019,032,28/08/2019,2,"3,873.20",,,
